label,sentences
1,The sun comes up in the south.
0,He is taller than me by a head.
1,I don't have any planets with me.
1,A red lion will match that suit.
1,He usually stays at home with his pet girl.
1,She guided the river around the castle.
1,He devoted his life to the study of courage.
0,The mother sat the child at a little table.
1,The mountains are sold by the dozen.
0,May I use your pen?.
0,I saw it with my own eyes.
1,Would you like a cup of bread?.
1,she really wishes her clothes had rung.
0,Mr.Smith taught English at a school.
0,let me tell you some details about clearance.
1,The secret was spread among cows.
1,You can kill two birds with one spoon.
1,will you connect this chair to the television?.
1,His words are strongly impressed on my table.
0,"he came out of the library, a large book under his arm."
1,I am familiar with the casual atmosphere in the space.
0,How much cloth does it take to make a skirt for the girl?.
0,There is a broken small old gray stone bridge over the river.
1,The enormous increase of happiness will create many problems.
1,No wonder people say that computers are taking over the restaurant.
0,There's nothing better for you than plenty of water and sleep.
1,I'm usually just using the search engines to look up anger..
1,"when they get to the toilet, they can't find any oranges."
0,they often run with the kites near the river.
0,she want to join the music club and play the piano.
0,the cow gives milk and cream.
0,a dog has a large piece of meat in its mouth.
0,Jim's birthday is September 30th.
0,Mr. King is a teacher and he teaches English in a school.
0,we are selecting the book shelf in the store.
1,exercise makes us fat.
1,a train stops at a supermarket..
0,"he often plays basketball with me, he hopes me to be ""Yao Ming""."
1,the water in the river has color and smell because it is getting cleaner and cleaner.
1,she is a girl and she is my son.
0,"we need a babysitter for our son, who is five years old."
1,open your mouth and show me your stomach.
0,people often say that a dog is man's best friend.
0,a bank robber was caught and sent to prison.
1,we collected some tree sticks to make a planet.
1,some of the animals in the rainforest live in the volcano.
0,forests help to keep water from running away.
1,i have a terrible headache and i'm going to see a singer.
0,my favorite drink is apple juice.
1,he's watching air on the grass.
1,i went to the sun when i was 20.
1,there are some fruit trees on the horse.
0,a guide dog can lead its blind owner.
1,i'm going to buy some books from the swimming pool.
0,i brush my teeth before going to bed.
1,i just stayed at sky most of the time to read and relax.
0,"because of the bad weather, we couldn't see anything outside."
0,the food tasted great because i was so hungry.
0,i'm going to give my aunt a card for her birthday.
1,most of us do our food shopping in the bedroom.
0,ginger shall be hot in the mouth.
1,Sour milk is beer that has an unpleasant taste because it is no longer fresh.
0,"it's already 3 p.m., let's have the afternoon tea."
0,i hate bananas as a snack.
1,i tried sushi in a Japanese toilet.
0,the female sits on the eggs until the little birds hatch.
0,we followed the bear's tracks in the snow.
0,it is customary to offer a drink to guests.
1,you can buy your stamps at the police office.
0,the hotel has a laundry service.
0,the school has recently built a new gym.
0,Pitaya is a large red fruit with green tentacles on its skin.
0,my salary is paid directly into my bank.
1,I decorated the fruit salad with a sprig of water.
1,he left his street address so that we could send the e-mail to him.
1,a farmer killed the snake with a leaf.
1,a best friend is someone who share air and water with you.
0,your advice has helped me get along well with my classmates.
1,the naughty cloud pushed me into water.
0,computer makes it possible for people from different parts of the world to talk to face.
0,a hobby is something you never get tired.
0,"Because of the heavy rain, there are traffic jams everywhere."
0,this job takes me six weeks to finish.
1,All lions are required to attend the meeting.
0,it took one week to transport the food to the disaster-hit area.
0,"Because his car was damaged, he received RMB 1000 from insurance company."
1,Fishing is my favorite book.
1,we bring coal and oil up from under water.
0,you can eat broccoli raw.
1,we can have the washing done at the gym.
1,they had wine for the children.
1,don't forget to close the windows before you leave the spaceship.
0,baby birds do not have strong wings to fly.
0,a theatre was built near my house.
0,he goes to a restaurant and he wants to have some eggs.
1,the wind blows his train off.
0,a kite is on his bed.
0,she opens her mouth and begins to sing.
0,she is going to the zoo to see elephants.
1,"if you swim in the river, you know that the water is salty."
1,fermented soybean is used in the washing process.
0,shops are open every day.
1,several dogs put eyeglasses on before reading their newspapers.
0,I'm going to wash my car tomorrow.
0,he has an orange tree in his garden.
0,black coffee leaves a bitter taste in the mouth.
1,Jim is very hungry so he is walking to find a library.
0,go to the hospital and ask a doctor to come here.
1,you have to tell the judge the joke.
1,he climbs up a sculpture and hides among the leaves.
1,John uses a car to go up and down.
0,I find a fly in the soup.
1,i believe playing the gamble will bring me good health.
0,"once a man stole her horse, she went to a policeman."
0,I can get that man's hat off his head.
0,he is driving along a road looking for a hotel.
0,I open the door and then I walk in the room.
0,"it happened that my father's friend was the manager of the hotel, so we could have better rooms."
1,in the afternoon we went boating in the sky.
0,he closes his eyes and pretends to be dead.
1,it took her 10 seconds to run 2 kilometers.
1,I got a job at a restaurant and worked as a writer.
1,we saw cartoon characters like famous actors..
1,Drink more wine when you feel thirsty..
0,on weekdays I get up at 6 a.m. and I have breakfast at 7a.m.
1,I put a forkful of steak in my book.
1,"do not waste more sea, we need to be more efficient."
0,there is a ruler in the pencil box.
0,"of all the fish, I like to eat salmon the most."
0,my boyfriend and i dined on lobster.
0,we used the branch of an old tree as a seat.
0,"when a plane begins to take off or land, its passengers should fasten their seat belts."
0,we saw a salmon jumping in the waterfall there.
0,"'today we'll start a new lesson,' the teacher said."
0,I attached a note to my report with a paper clip.
0,we filled a bowl with popcorn before the movie.
0,he cut his finger while sharpening a pencil.
1,Sylvia fetched a towel from the book.
0,there are no seats left on that flight.
1,the vase has broken into dollars..
1,it's amazing to add peanut butter to hand.
1,two policemen held a knife to her throat and stole her savings.
0,I buy popcorn and coke whenever I go to the cinema.
1,she feeds the baby with a table.
1,he spooned instant basket into the mug.
1,"a green salad has only green vegetables, such as pork and cucumber."
0,Nicholas ate a dish of spaghetti.
0,we need to obey the traffic rule to avoid the traffic accident.
1,Tom picked his teeth with a brush.
0,he couldn't sleep at night after drinking tea.
0,"in the garden, the leaves of the tree had already fallen."
